OG0001402	FBtr0078170
OG0003593	FBtr0087784
OG0003594	FBtr0087785
OG0003595	FBtr0334772
OG0003596	FBtr0087788
OG0003597	FBtr0087789
OG0003598	FBtr0087806
OG0003599	FBtr0087803
OG0003600	FBtr0087802
OG0003601	FBtr0087790
OG0003602	FBtr0339106
OG0003603	FBtr0087798
OG0003604	FBtr0330613
OG0003605	FBtr0087794
OG0003606	FBtr0339745
OG0003607	FBtr0087780
OG0003608	FBtr0087779
OG0003609	FBtr0299507
OG0003610	FBtr0330332
OG0003611	FBtr0112741
OG0003612	FBtr0087728
OG0003613	FBtr0087772
OG0003614	FBtr0087729
OG0003615	FBtr0087732
OG0003616	FBtr0310497
OG0003617	FBtr0333148
OG0003618	FBtr0087768
OG0003619	FBtr0300287
OG0003620	FBtr0087736
OG0003621	FBtr0112510
OG0003622	FBtr0087767
OG0003623	FBtr0300636
OG0003624	FBtr0087766
OG0003625	FBtr0087738
OG0003626	FBtr0333151
OG0003627	FBtr0087764
OG0003628	FBtr0087762
OG0003629	FBtr0087740
OG0003630	FBtr0087761
OG0003631	FBtr0087742
OG0003632	FBtr0087760
OG0003633	FBtr0087743
OG0003634	FBtr0087759
OG0003635	FBtr0087744
OG0003636	FBtr0345532
OG0003637	FBtr0087757
OG0003638	FBtr0087756
OG0003639	FBtr0087747
OG0003640	FBtr0299740
OG0003641	FBtr0330736
OG0003642	FBtr0087753
OG0003643	FBtr0087721
OG0003644	FBtr0087720
OG0003645	FBtr0310562
OG0003646	FBtr0087717
OG0003647	FBtr0299757
OG0003648	FBtr0087714
OG0003649	FBtr0087663
OG0003650	FBtr0087664
OG0003651	FBtr0309891
OG0003653	FBtr0087699
OG0003654	FBtr0087668
OG0003655	FBtr0087670
OG0003656	FBtr0301388
OG0003657	FBtr0087671
OG0003658	FBtr0091492
OG0003659	FBtr0087673
OG0003660	FBtr0087674
OG0003661	FBtr0087676
OG0003662	FBtr0087677
OG0003663	FBtr0303818
OG0003664	FBtr0330618
OG0003665	FBtr0087623
OG0003666	FBtr0087652
OG0003667	FBtr0087625
OG0003668	FBtr0087651
OG0003669	FBtr0087626
OG0003670	FBtr0087650
OG0003671	FBtr0087629
OG0003672	FBtr0087630
OG0003673	FBtr0304694
OG0003674	FBtr0087632
OG0003675	FBtr0087633
OG0003676	FBtr0087646
OG0003677	FBtr0087637
OG0003678	FBtr0087638
OG0003679	FBtr0087645
OG0003680	FBtr0087640
OG0003681	FBtr0087643
OG0003682	FBtr0087641
OG0003683	FBtr0087585
OG0003684	FBtr0087622
OG0003685	FBtr0087586
OG0003686	FBtr0087621
OG0003687	FBtr0087612
OG0003688	FBtr0100285
OG0003689	FBtr0114493
OG0003690	FBtr0087593
OG0003691	FBtr0087594
OG0003692	FBtr0087609
OG0003693	FBtr0087608
OG0003694	FBtr0303989
OG0003695	FBtr0087606
OG0003696	FBtr0087595
OG0003697	FBtr0087605
OG0003698	FBtr0087596
OG0003699	FBtr0087599
OG0003700	FBtr0087601
OG0003701	FBtr0299667
OG0003702	FBtr0299668
OG0003703	FBtr0310669
OG0003704	FBtr0087581
OG0003705	FBtr0087519
OG0003706	FBtr0087580
OG0003707	FBtr0087520
OG0003708	FBtr0087579
OG0003709	FBtr0087523
OG0003710	FBtr0087578
OG0003711	FBtr0339961
OG0003712	FBtr0087577
OG0003713	FBtr0087576
OG0003714	FBtr0087575
OG0003715	FBtr0087532
OG0003716	FBtr0087574
OG0003717	FBtr0087535
OG0003718	FBtr0087536
OG0003719	FBtr0087568
OG0003720	FBtr0087538
OG0003721	FBtr0087539
OG0003722	FBtr0301203
OG0003723	FBtr0087564
OG0003724	FBtr0100372
OG0003725	FBtr0087562
OG0003726	FBtr0087546
OG0003727	FBtr0087561
OG0003728	FBtr0087560
OG0003729	FBtr0087547
OG0003730	FBtr0087548
OG0003731	FBtr0087558
OG0003732	FBtr0303243
OG0003733	FBtr0112378
OG0003734	FBtr0087556
OG0003735	FBtr0087485
OG0003736	FBtr0087487
OG0003737	FBtr0087488
OG0003738	FBtr0087516
OG0003739	FBtr0302927
OG0003740	FBtr0347396
OG0003741	FBtr0089258
OG0003742	FBtr0332929
OG0003743	FBtr0087514
OG0003744	FBtr0474168
OG0003745	FBtr0087513
OG0003746	FBtr0333166
OG0003747	FBtr0087496
OG0003748	FBtr0087511
OG0003749	FBtr0301734
OG0003750	FBtr0301735
OG0003751	FBtr0087498
OG0003752	FBtr0087500
OG0003753	FBtr0087499
OG0003754	FBtr0087484
OG0003755	FBtr0087433
OG0003756	FBtr0087481
OG0003757	FBtr0087480
OG0003758	FBtr0339981
OG0003759	FBtr0087477
OG0003760	FBtr0087478
OG0003761	FBtr0087476
OG0003762	FBtr0087436
OG0003763	FBtr0087474
OG0003764	FBtr0087439
OG0003765	FBtr0289934
OG0003766	FBtr0087440
OG0003767	FBtr0087469
OG0003768	FBtr0329880
OG0003769	FBtr0087441
OG0003770	FBtr0112810
OG0003771	FBtr0087444
OG0003772	FBtr0087447
OG0003773	FBtr0087463
OG0003774	FBtr0087461
OG0003775	FBtr0087448
OG0003776	FBtr0087460
OG0003777	FBtr0087449
OG0003778	FBtr0091446
OG0003779	FBtr0091445
OG0003780	FBtr0302294
OG0003781	FBtr0087405
OG0003782	FBtr0112929
OG0003783	FBtr0087428
OG0003784	FBtr0087407
OG0003785	FBtr0087408
OG0003786	FBtr0329887
OG0003787	FBtr0087409
OG0003788	FBtr0301507
OG0003789	FBtr0087424
OG0003790	FBtr0087421
OG0003791	FBtr0305214
OG0003793	FBtr0087417
OG0003794	FBtr0329939
OG0003795	FBtr0087401
OG0003796	FBtr0087366
OG0003797	FBtr0087400
OG0003798	FBtr0087368
OG0003799	FBtr0087399
OG0003800	FBtr0087398
OG0003801	FBtr0339077
OG0003802	FBtr0087394
OG0003803	FBtr0087392
OG0003804	FBtr0087373
OG0003805	FBtr0087391
OG0003806	FBtr0087375
OG0003807	FBtr0114456
OG0003808	FBtr0087382
OG0003809	FBtr0087388
OG0003810	FBtr0087387
OG0003811	FBtr0330628
OG0003812	FBtr0340003
OG0003813	FBtr0273307
OG0003814	FBtr0087331
OG0003815	FBtr0329957
OG0003816	FBtr0087334
OG0003817	FBtr0087355
OG0003818	FBtr0087336
OG0003819	FBtr0087354
OG0003820	FBtr0306569
OG0003821	FBtr0087353
OG0003822	FBtr0087352
OG0003823	FBtr0087350
OG0003824	FBtr0087349
OG0003825	FBtr0087343
OG0003826	FBtr0087342
OG0003827	FBtr0087341
OG0003828	FBtr0087278
OG0003829	FBtr0087320
OG0003830	FBtr0087319
OG0003831	FBtr0100388
OG0003832	FBtr0301048
OG0003833	FBtr0087311
OG0003834	FBtr0087310
OG0003835	FBtr0087287
OG0003836	FBtr0308816
OG0003837	FBtr0087307
OG0003838	FBtr0087306
OG0003839	FBtr0330734
OG0003840	FBtr0087298
OG0003841	FBtr0087296
OG0003842	FBtr0087290
OG0003843	FBtr0087295
OG0003844	FBtr0087291
OG0003845	FBtr0114558
OG0003846	FBtr0087201
OG0003847	FBtr0087268
OG0003848	FBtr0087267
OG0003849	FBtr0087202
OG0003850	FBtr0300596
OG0003851	FBtr0087203
OG0003852	FBtr0087264
OG0003853	FBtr0087263
OG0003854	FBtr0087204
OG0003855	FBtr0087262
OG0003856	FBtr0087206
OG0003857	FBtr0087261
OG0003858	FBtr0340018
OG0003859	FBtr0087259
OG0003860	FBtr0301196
OG0003861	FBtr0087209
OG0003862	FBtr0087210
OG0003863	FBtr0306238
OG0003864	FBtr0111011
OG0003865	FBtr0087255
OG0003866	FBtr0087211
OG0003867	FBtr0087254
OG0003868	FBtr0336734
OG0003869	FBtr0087222
OG0003870	FBtr0087223
OG0003871	FBtr0087236
OG0003872	FBtr0087247
OG0003873	FBtr0087242
OG0003874	FBtr0087245
OG0003875	FBtr0339085
OG0003876	FBtr0303860
OG0003877	FBtr0339086
OG0003878	FBtr0087244
OG0003879	FBtr0113084
OG0003880	FBtr0087192
OG0003881	FBtr0087191
OG0003882	FBtr0087130
OG0003883	FBtr0087132
OG0003884	FBtr0087189
OG0003885	FBtr0087188
OG0003886	FBtr0302925
OG0003887	FBtr0089871
OG0003888	FBtr0087184
OG0003889	FBtr0087135
OG0003890	FBtr0087183
OG0003891	FBtr0087137
OG0003892	FBtr0087182
OG0003893	FBtr0087181
OG0003894	FBtr0087139
OG0003895	FBtr0087140
OG0003896	FBtr0087179
OG0003897	FBtr0329958
OG0003898	FBtr0112650
OG0003899	FBtr0087178
OG0003900	FBtr0290031
OG0003901	FBtr0087145
OG0003902	FBtr0087150
OG0003903	FBtr0087170
OG0003904	FBtr0087152
OG0003905	FBtr0087167
OG0003906	FBtr0306048
OG0003907	FBtr0087157
OG0003908	FBtr0087160
OG0003909	FBtr0113085
OG0003910	FBtr0087159
OG0003911	FBtr0087127
OG0003912	FBtr0087126
OG0003913	FBtr0087097
OG0003914	FBtr0330002
OG0003915	FBtr0087099
OG0003916	FBtr0087123
OG0003917	FBtr0306005
OG0003918	FBtr0087102
OG0003919	FBtr0087105
OG0003920	FBtr0087120
OG0003921	FBtr0340064
OG0003922	FBtr0087107
OG0003923	FBtr0087108
OG0003924	FBtr0087118
OG0003925	FBtr0087109
OG0003926	FBtr0112763
OG0003927	FBtr0112764
OG0003928	FBtr0087083
OG0003929	FBtr0087082
OG0003930	FBtr0087081
OG0003931	FBtr0087079
OG0003932	FBtr0087078
OG0003933	FBtr0087026
OG0003934	FBtr0087032
OG0003935	FBtr0300552
OG0003936	FBtr0112765
OG0003937	FBtr0087036
OG0003938	FBtr0087075
OG0003939	FBtr0100437
OG0003940	FBtr0087074
OG0003941	FBtr0332947
OG0003942	FBtr0087042
OG0003943	FBtr0087043
OG0003944	FBtr0087045
OG0003945	FBtr0087071
OG0003946	FBtr0340070
OG0003947	FBtr0087070
OG0003948	FBtr0112384
OG0003949	FBtr0339071
OG0003950	FBtr0087054
OG0003951	FBtr0087056
OG0003952	FBtr0100120
OG0003953	FBtr0087060
OG0003954	FBtr0087059
OG0003955	FBtr0087057
OG0003956	FBtr0087058
OG0003957	FBtr0086966
OG0003958	FBtr0114627
OG0003959	FBtr0087016
OG0003960	FBtr0086968
OG0003961	FBtr0086970
OG0003962	FBtr0086972
OG0003963	FBtr0086973
OG0003964	FBtr0086974
OG0003965	FBtr0086975
OG0003966	FBtr0087013
OG0003967	FBtr0300276
OG0003968	FBtr0087010
OG0003969	FBtr0087007
OG0003970	FBtr0086979
OG0003971	FBtr0333551
OG0003972	FBtr0273336
OG0003973	FBtr0086982
OG0003974	FBtr0110777
OG0003975	FBtr0087002
OG0003976	FBtr0086984
OG0003977	FBtr0086986
OG0003978	FBtr0086987
OG0003979	FBtr0304891
OG0003980	FBtr0087000
OG0003981	FBtr0086998
OG0003982	FBtr0086996
OG0003983	FBtr0336940
OG0003984	FBtr0086909
OG0003985	FBtr0086964
OG0003986	FBtr0086963
OG0003987	FBtr0086910
OG0003988	FBtr0086962
OG0003989	FBtr0086913
OG0003990	FBtr0086961
OG0003991	FBtr0329993
OG0003992	FBtr0086960
OG0003993	FBtr0086917
OG0003994	FBtr0340213
OG0003995	FBtr0086918
OG0003996	FBtr0086921
OG0003997	FBtr0086954
OG0003998	FBtr0331464
OG0003999	FBtr0086953
OG0004000	FBtr0086929
OG0004001	FBtr0305703
OG0004002	FBtr0086935
OG0004003	FBtr0086938
OG0004004	FBtr0086951
OG0004005	FBtr0332260
OG0004006	FBtr0086941
OG0004007	FBtr0307337
OG0004008	FBtr0112387
OG0004009	FBtr0086945
OG0004010	FBtr0086947
OG0004011	FBtr0086827
OG0004012	FBtr0086906
OG0004014	FBtr0086836
OG0004015	FBtr0273298
OG0004016	FBtr0340271
OG0004017	FBtr0086892
OG0004018	FBtr0086890
OG0004019	FBtr0301265
OG0004020	FBtr0086840
OG0004021	FBtr0086889
OG0004022	FBtr0086888
OG0004023	FBtr0086886
OG0004024	FBtr0086859
OG0004025	FBtr0086860
OG0004026	FBtr0086885
OG0004027	FBtr0299816
OG0004028	FBtr0301182
OG0004029	FBtr0112388
OG0004030	FBtr0086883
OG0004031	FBtr0086882
OG0004032	FBtr0086864
OG0004033	FBtr0086865
OG0004034	FBtr0086881
OG0004035	FBtr0089545
OG0004036	FBtr0089560
OG0004037	FBtr0089559
OG0004038	FBtr0089558
OG0004039	FBtr0089557
OG0004040	FBtr0089556
OG0004041	FBtr0089554
OG0004042	FBtr0089549
OG0004043	FBtr0089550
OG0004044	FBtr0299706
OG0004045	FBtr0086799
OG0004046	FBtr0273321
OG0004047	FBtr0114614
OG0004048	FBtr0086801
OG0004049	FBtr0086825
OG0004050	FBtr0113091
OG0004051	FBtr0086818
OG0004052	FBtr0086802
OG0004053	FBtr0300215
OG0004054	FBtr0086804
OG0004055	FBtr0089630
OG0004056	FBtr0086813
OG0004057	FBtr0473584
OG0004058	FBtr0112627
OG0004059	FBtr0086787
OG0004060	FBtr0329994
OG0004061	FBtr0330001
OG0004062	FBtr0112389
OG0004063	FBtr0086783
OG0004064	FBtr0086733
OG0004065	FBtr0086734
OG0004066	FBtr0110966
OG0004067	FBtr0086735
OG0004068	FBtr0086781
OG0004069	FBtr0330000
OG0004070	FBtr0086744
OG0004071	FBtr0086745
OG0004072	FBtr0086746
OG0004073	FBtr0086775
OG0004074	FBtr0300664
OG0004075	FBtr0300662
OG0004076	FBtr0086773
OG0004077	FBtr0086749
OG0004078	FBtr0086772
OG0004079	FBtr0086750
OG0004080	FBtr0086771
OG0004081	FBtr0099994
OG0004082	FBtr0086754
OG0004083	FBtr0086768
OG0004084	FBtr0089842
OG0004085	FBtr0086756
OG0004086	FBtr0307185
OG0004087	FBtr0110803
OG0004088	FBtr0086729
OG0004089	FBtr0086668
OG0004090	FBtr0086726
OG0004091	FBtr0086672
OG0004092	FBtr0086677
OG0004093	FBtr0086725
OG0004094	FBtr0086679
OG0004095	FBtr0306637
OG0004096	FBtr0086691
OG0004097	FBtr0086693
OG0004098	FBtr0086694
OG0004099	FBtr0086723
OG0004100	FBtr0299806
OG0004101	FBtr0086696
OG0004102	FBtr0086722
OG0004103	FBtr0086720
OG0004104	FBtr0086697
OG0004105	FBtr0304867
OG0004106	FBtr0300421
OG0004107	FBtr0302904
OG0004108	FBtr0086705
OG0004109	FBtr0086714
OG0004110	FBtr0086706
OG0004111	FBtr0086707
OG0004112	FBtr0086713
OG0004113	FBtr0086712
OG0004114	FBtr0086708
OG0004115	FBtr0086709
OG0004116	FBtr0086710
OG0004117	FBtr0086661
OG0004118	FBtr0086657
OG0004119	FBtr0086654
OG0004120	FBtr0340390
OG0004121	FBtr0086652
OG0004122	FBtr0340487
OG0004123	FBtr0340486
OG0004124	FBtr0340485
OG0004125	FBtr0304025
OG0004126	FBtr0086607
OG0004127	FBtr0086647
OG0004128	FBtr0100053
OG0004129	FBtr0086643
OG0004130	FBtr0086642
OG0004131	FBtr0086609
OG0004132	FBtr0299943
OG0004133	FBtr0330004
OG0004134	FBtr0086639
OG0004135	FBtr0086613
OG0004137	FBtr0086634
OG0004138	FBtr0112862
OG0004139	FBtr0330605
OG0004140	FBtr0086617
OG0004141	FBtr0086629
OG0004142	FBtr0086618
OG0004143	FBtr0330054
OG0004144	FBtr0086627
OG0004145	FBtr0086619
OG0004146	FBtr0273238
OG0004147	FBtr0086622
OG0004148	FBtr0086620
OG0004149	FBtr0086602
OG0004150	FBtr0344564
OG0004151	FBtr0086601
OG0004152	FBtr0331978
OG0004153	FBtr0086570
OG0004154	FBtr0302494
OG0004155	FBtr0114622
OG0004156	FBtr0330056
OG0004157	FBtr0086597
OG0004158	FBtr0086596
OG0004159	FBtr0299568
OG0004160	FBtr0474126
OG0004161	FBtr0086579
OG0004162	FBtr0086590
OG0004163	FBtr0086580
OG0004164	FBtr0114623
OG0004165	FBtr0290312
OG0004166	FBtr0086504
OG0004167	FBtr0086505
OG0004168	FBtr0086509
OG0004169	FBtr0086510
OG0004170	FBtr0086511
OG0004171	FBtr0330058
OG0004172	FBtr0086563
OG0004173	FBtr0086514
OG0004174	FBtr0086515
OG0004175	FBtr0086560
OG0004176	FBtr0086516
OG0004177	FBtr0300283
OG0004178	FBtr0086558
OG0004179	FBtr0302390
OG0004180	FBtr0086518
OG0004182	FBtr0086551
OG0004183	FBtr0309113
OG0004184	FBtr0114605
OG0004185	FBtr0086531
OG0004186	FBtr0086533
OG0004187	FBtr0086534
OG0004188	FBtr0086540
OG0004189	FBtr0086535
OG0004190	FBtr0330245
OG0004191	FBtr0086502
OG0004192	FBtr0086501
OG0004193	FBtr0086462
OG0004194	FBtr0086500
OG0004195	FBtr0086463
OG0004196	FBtr0086499
OG0004197	FBtr0086464
OG0004198	FBtr0086465
OG0004199	FBtr0086327
OG0004200	FBtr0086329
OG0004201	FBtr0086343
OG0004202	FBtr0086340
OG0004203	FBtr0300692
OG0004204	FBtr0086324
OG0004205	FBtr0086313
OG0004206	FBtr0086315
OG0004207	FBtr0086323
OG0004208	FBtr0086322
OG0004209	FBtr0086321
OG0004210	FBtr0086320
OG0004211	FBtr0336634
OG0004212	FBtr0086270
OG0004213	FBtr0086306
OG0004214	FBtr0339542
OG0004215	FBtr0086277
OG0004216	FBtr0086304
OG0004217	FBtr0086302
OG0004218	FBtr0086278
OG0004219	FBtr0086299
OG0004220	FBtr0086298
OG0004221	FBtr0086282
OG0004222	FBtr0086280
OG0004223	FBtr0086297
OG0004224	FBtr0086284
OG0004225	FBtr0086286
OG0004226	FBtr0086288
OG0004227	FBtr0086289
OG0004228	FBtr0290122
OG0004229	FBtr0112775
OG0004230	FBtr0086295
OG0004231	FBtr0086214
OG0004232	FBtr0086216
OG0004233	FBtr0086217
OG0004234	FBtr0086268
OG0004235	FBtr0086267
OG0004236	FBtr0086266
OG0004237	FBtr0086263
OG0004238	FBtr0100495
OG0004239	FBtr0100677
OG0004240	FBtr0342701
OG0004241	FBtr0086259
OG0004242	FBtr0086221
OG0004243	FBtr0086255
OG0004244	FBtr0086225
OG0004245	FBtr0086254
OG0004246	FBtr0086253
OG0004247	FBtr0086252
OG0004248	FBtr0086229
OG0004249	FBtr0342716
OG0004250	FBtr0086231
OG0004251	FBtr0091786
OG0004252	FBtr0086232
OG0004253	FBtr0342717
OG0004254	FBtr0086249
OG0004255	FBtr0086248
OG0004256	FBtr0086235
OG0004257	FBtr0086245
OG0004258	FBtr0086242
OG0004259	FBtr0086236
OG0004260	FBtr0086241
OG0004261	FBtr0086237
OG0004262	FBtr0086240
OG0004263	FBtr0112395
OG0004264	FBtr0086239
OG0004266	FBtr0310388
OG0004267	FBtr0342791
OG0004268	FBtr0071562
OG0004269	FBtr0335284
OG0004270	FBtr0113368
OG0004271	FBtr0304717
OG0004272	FBtr0071556
OG0004273	FBtr0071555
OG0004274	FBtr0110813
OG0004275	FBtr0071520
OG0004276	FBtr0071554
OG0004277	FBtr0342788
OG0004278	FBtr0071553
OG0004279	FBtr0273396
OG0004280	FBtr0273414
OG0004281	FBtr0071522
OG0004282	FBtr0332594
OG0004283	FBtr0071549
OG0004284	FBtr0071548
OG0004285	FBtr0071526
OG0004286	FBtr0071547
OG0004287	FBtr0071528
OG0004288	FBtr0071530
OG0004289	FBtr0071546
OG0004290	FBtr0071532
OG0004291	FBtr0071545
OG0004292	FBtr0071533
OG0004293	FBtr0071534
OG0004294	FBtr0071544
OG0004295	FBtr0071541
OG0004296	FBtr0071539
OG0004297	FBtr0071640
OG0004298	FBtr0071639
OG0004299	FBtr0342842
OG0004300	FBtr0071567
OG0004301	FBtr0071637
OG0004302	FBtr0071569
OG0004303	FBtr0071636
OG0004304	FBtr0071570
OG0004305	FBtr0071573
OG0004306	FBtr0071635
OG0004307	FBtr0330235
OG0004308	FBtr0113100
OG0004309	FBtr0071575
OG0004310	FBtr0071628
OG0004311	FBtr0071576
OG0004312	FBtr0071627
OG0004313	FBtr0071580
OG0004314	FBtr0071582
OG0004315	FBtr0071583
OG0004316	FBtr0339089
OG0004317	FBtr0071623
OG0004318	FBtr0342882
OG0004319	FBtr0112396
OG0004320	FBtr0071590
OG0004321	FBtr0071618
OG0004322	FBtr0071617
OG0004323	FBtr0071616
OG0004324	FBtr0344189
OG0004325	FBtr0071615
OG0004326	FBtr0071600
OG0004327	FBtr0071613
OG0004328	FBtr0342890
OG0004329	FBtr0300455
OG0004330	FBtr0071612
OG0004331	FBtr0071611
OG0004332	FBtr0071610
OG0004333	FBtr0071608
OG0004334	FBtr0342894
OG0004335	FBtr0071641
OG0004336	FBtr0306013
OG0004337	FBtr0071701
OG0004338	FBtr0089705
OG0004339	FBtr0071700
OG0004340	FBtr0300951
OG0004341	FBtr0071695
OG0004342	FBtr0071654
OG0004343	FBtr0308642
OG0004344	FBtr0342898
OG0004345	FBtr0071690
OG0004346	FBtr0071688
OG0004347	FBtr0071687
OG0004348	FBtr0071686
OG0004349	FBtr0071658
OG0004350	FBtr0071659
OG0004351	FBtr0330228
OG0004352	FBtr0071661
OG0004353	FBtr0071684
OG0004354	FBtr0071663
OG0004355	FBtr0071683
OG0004356	FBtr0071682
OG0004357	FBtr0299964
OG0004358	FBtr0071680
OG0004359	FBtr0299990
OG0004360	FBtr0299989
OG0004361	FBtr0071666
OG0004362	FBtr0273308
OG0004363	FBtr0071670
OG0004364	FBtr0071679
OG0004365	FBtr0071678
OG0004366	FBtr0071671
OG0004367	FBtr0071676
OG0004368	FBtr0071672
OG0004369	FBtr0071675
OG0004370	FBtr0114523
OG0004371	FBtr0071708
OG0004372	FBtr0071746
OG0004373	FBtr0071710
OG0004374	FBtr0071713
OG0004375	FBtr0071714
OG0004376	FBtr0071745
OG0004377	FBtr0112397
OG0004378	FBtr0071744
OG0004379	FBtr0071743
OG0004380	FBtr0302446
OG0004381	FBtr0071740
OG0004382	FBtr0071739
OG0004383	FBtr0071720
OG0004384	FBtr0071735
OG0004385	FBtr0112593
OG0004386	FBtr0342977
OG0004387	FBtr0112594
OG0004388	FBtr0071726
OG0004389	FBtr0071727
OG0004390	FBtr0071732
OG0004391	FBtr0071731
OG0004392	FBtr0299544
OG0004393	FBtr0071749
OG0004394	FBtr0071804
OG0004395	FBtr0339103
OG0004396	FBtr0071803
OG0004397	FBtr0071802
OG0004398	FBtr0071800
OG0004399	FBtr0071755
OG0004400	FBtr0071756
OG0004401	FBtr0071799
OG0004402	FBtr0071797
OG0004403	FBtr0071758
OG0004404	FBtr0113104
OG0004405	FBtr0473598
OG0004406	FBtr0071760
OG0004407	FBtr0071761
OG0004408	FBtr0071790
OG0004409	FBtr0071762
OG0004410	FBtr0112398
OG0004411	FBtr0071765
OG0004412	FBtr0071766
OG0004413	FBtr0071763
OG0004414	FBtr0071787
OG0004415	FBtr0071767
OG0004416	FBtr0071786
OG0004417	FBtr0071769
OG0004418	FBtr0071770
OG0004419	FBtr0071771
OG0004420	FBtr0071784
OG0004421	FBtr0071774
OG0004422	FBtr0071775
OG0004423	FBtr0071811
OG0004424	FBtr0071849
OG0004425	FBtr0071816
OG0004426	FBtr0112400
OG0004427	FBtr0071848
OG0004428	FBtr0112519
OG0004429	FBtr0113106
OG0004430	FBtr0071819
OG0004431	FBtr0071820
OG0004432	FBtr0071845
OG0004433	FBtr0071823
OG0004434	FBtr0071827
OG0004435	FBtr0071843
OG0004436	FBtr0071828
OG0004437	FBtr0071842
OG0004438	FBtr0301668
OG0004439	FBtr0071841
OG0004440	FBtr0071830
OG0004441	FBtr0342991
OG0004442	FBtr0344422
OG0004443	FBtr0344421
OG0004444	FBtr0071832
OG0004445	FBtr0071833
OG0004446	FBtr0071834
OG0004447	FBtr0071838
OG0004448	FBtr0330229
OG0004449	FBtr0071854
OG0004450	FBtr0300409
OG0004451	FBtr0071855
OG0004452	FBtr0071856
OG0004453	FBtr0071940
OG0004454	FBtr0343010
OG0004455	FBtr0071938
OG0004456	FBtr0071937
OG0004457	FBtr0071860
OG0004459	FBtr0071934
OG0004460	FBtr0071933
OG0004461	FBtr0071931
OG0004462	FBtr0112749
OG0004463	FBtr0071927
OG0004464	FBtr0306908
OG0004465	FBtr0071862
OG0004466	FBtr0071863
OG0004467	FBtr0309802
OG0004468	FBtr0346948
OG0004469	FBtr0100554
OG0004470	FBtr0071868
OG0004471	FBtr0330249
OG0004472	FBtr0071922
OG0004473	FBtr0071921
OG0004474	FBtr0071870
OG0004475	FBtr0071871
OG0004476	FBtr0071920
OG0004477	FBtr0071872
OG0004478	FBtr0344660
OG0004479	FBtr0273311
OG0004480	FBtr0474145
OG0004481	FBtr0071878
OG0004482	FBtr0339941
OG0004483	FBtr0473596
OG0004484	FBtr0071883
OG0004485	FBtr0113110
OG0004486	FBtr0343178
OG0004487	FBtr0303785
OG0004488	FBtr0071910
OG0004489	FBtr0071897
OG0004490	FBtr0305132
OG0004491	FBtr0071898
OG0004492	FBtr0071899
OG0004493	FBtr0304924
OG0004494	FBtr0332909
OG0004495	FBtr0071905
OG0004496	FBtr0071903
OG0004497	FBtr0071942
OG0004498	FBtr0071996
OG0004499	FBtr0302770
OG0004500	FBtr0071995
OG0004501	FBtr0071994
OG0004502	FBtr0071951
OG0004503	FBtr0310325
OG0004504	FBtr0071990
OG0004505	FBtr0071989
OG0004506	FBtr0071988
OG0004507	FBtr0303203
OG0004508	FBtr0071953
OG0004509	FBtr0071985
OG0004510	FBtr0071984
OG0004511	FBtr0071958
OG0004512	FBtr0071982
OG0004513	FBtr0071963
OG0004514	FBtr0114564
OG0004515	FBtr0071965
OG0004516	FBtr0071966
OG0004517	FBtr0071979
OG0004518	FBtr0071978
OG0004519	FBtr0071977
OG0004520	FBtr0071976
OG0004521	FBtr0071974
OG0004522	FBtr0071967
OG0004523	FBtr0071973
OG0004524	FBtr0306080
OG0004525	FBtr0071969
OG0004526	FBtr0330239
OG0004527	FBtr0071998
OG0004528	FBtr0071999
OG0004529	FBtr0072050
OG0004530	FBtr0072049
OG0004531	FBtr0072048
OG0004532	FBtr0072046
OG0004533	FBtr0072001
OG0004534	FBtr0307100
OG0004535	FBtr0072043
OG0004536	FBtr0343205
OG0004537	FBtr0072002
OG0004538	FBtr0072041
OG0004539	FBtr0072040
OG0004540	FBtr0273227
OG0004541	FBtr0290285
OG0004542	FBtr0112403
OG0004543	FBtr0072038
OG0004544	FBtr0072006
OG0004545	FBtr0301854
OG0004546	FBtr0112725
OG0004547	FBtr0072037
OG0004548	FBtr0072010
OG0004549	FBtr0072036
OG0004551	FBtr0072011
OG0004552	FBtr0072012
OG0004553	FBtr0072030
OG0004554	FBtr0072014
OG0004555	FBtr0072029
OG0004556	FBtr0072027
OG0004557	FBtr0072016
OG0004558	FBtr0113111
OG0004559	FBtr0072023
OG0004560	FBtr0331989
OG0004561	FBtr0072022
OG0004562	FBtr0072020
OG0004563	FBtr0072019
OG0004564	FBtr0072056
OG0004565	FBtr0072057
OG0004566	FBtr0072121
OG0004567	FBtr0072120
OG0004568	FBtr0072058
OG0004569	FBtr0072117
OG0004570	FBtr0072116
OG0004571	FBtr0072115
OG0004572	FBtr0072059
OG0004573	FBtr0072060
OG0004574	FBtr0072114
OG0004575	FBtr0072061
OG0004576	FBtr0072112
OG0004577	FBtr0072062
OG0004578	FBtr0072111
OG0004579	FBtr0072065
OG0004580	FBtr0332926
OG0004581	FBtr0301262
OG0004582	FBtr0301258
OG0004583	FBtr0072109
OG0004584	FBtr0336928
OG0004585	FBtr0306160
OG0004586	FBtr0336929
OG0004587	FBtr0072073
OG0004588	FBtr0344184
OG0004589	FBtr0114541
OG0004590	FBtr0336680
OG0004591	FBtr0072100
OG0004592	FBtr0089500
OG0004593	FBtr0072099
OG0004594	FBtr0072083
OG0004595	FBtr0072084
OG0004596	FBtr0072097
OG0004597	FBtr0072085
OG0004598	FBtr0072095
OG0004599	FBtr0089504
