OG_ID	gene_ID
OG0003602	CG44251
OG0003603	Psc
OG0003604	Su(z)2
OG0003606	CG44341
OG0003609	Cap-G
OG0003614	Spt-I
OG0003616	CG33137
OG0003618	Orc3
OG0003621	CG34312
OG0003622	CG30058
OG0003623	CG34235
OG0003625	Tmem186
OG0003626	CG4630
OG0003629	Dp
OG0003630	Pex13
OG0003631	fsd
OG0003632	Qsox1
OG0003633	CG4676
OG0003634	Ptcd3
OG0003637	CG4712
OG0003638	CG4714
OG0003639	CG4716
OG0003640	CG42319
OG0003641	Dh31-R
OG0003643	CG17048
OG0003644	CG10814
OG0003645	CG43691
OG0003646	CG4744
OG0003647	ATP8A
OG0003648	CG30060
OG0003650	Ser8
OG0003651	cnn
OG0003654	mars
OG0003656	mip120
OG0003657	CG13330
OG0003658	Vmat
OG0003659	CG13331
OG0003661	link
OG0003662	CG13334
OG0003665	fand
OG0003667	tei
OG0003668	CG6209
OG0003669	CG13337
OG0003670	Cdc73L
OG0003671	Cpr50Ca
OG0003676	CG6337
OG0003678	CG6357
OG0003680	CG30485
OG0003681	Echs1
OG0003682	tum
OG0003685	CG13344
OG0003689	Rpn13
OG0003690	CtsL1
OG0003691	PheRS-m
OG0003692	St4
OG0003693	CG18568
OG0003694	CG6701
OG0003695	Ctf4
OG0003699	CG18371
OG0003702	CG42288
OG0003703	Rcd1
OG0003705	CG13016
OG0003706	CysRS-m
OG0003709	CG18324
OG0003711	cg
OG0003713	Sox15
OG0003715	CG8468
OG0003716	Opa1
OG0003718	SmydA-1
OG0003720	CG8531
OG0003721	beta4GalNAcTA
OG0003725	tej
OG0003726	CG8613
OG0003728	Arc1
OG0003730	Tfb1
OG0003731	Obp50a
OG0003732	Obp50b
OG0003733	CG34185
OG0003734	Obp50e
OG0003736	Sin1
OG0003737	Achl
OG0003738	phyl
OG0003739	L
OG0003740	PRAS40
OG0003741	Cpsf160
OG0003742	Asx
OG0003744	ttv
OG0003746	LamC
OG0003747	CG12869
OG0003748	Polr1A
OG0003750	CG12868
OG0003752	CG12863
OG0003755	CG10139
OG0003756	CG12861
OG0003757	CG12860
OG0003758	Targ
OG0003759	mspo
OG0003760	CG30480
OG0003765	CG10151
OG0003767	CG12857
OG0003769	BEAF-32
OG0003771	hui
OG0003774	SMC2
OG0003779	U3-55K
OG0003780	Pcf11
OG0003782	Kank
OG0003783	Agps
OG0003784	Lap1
OG0003786	aPKC
OG0003787	ckn
OG0003789	CG7639
OG0003790	CG10265
OG0003791	chn
OG0003793	CG7544
OG0003794	row
OG0003796	CG11808
OG0003798	CG8079
OG0003800	Fs
OG0003801	Trpm
OG0003803	CG8152
OG0003804	Xpc
OG0003805	CG8155
OG0003807	Hr51
OG0003809	Pms2
OG0003810	dup
OG0003811	SRPK
OG0003812	CG8180
OG0003813	CG12964
OG0003815	Khc-73
OG0003816	CG30467
OG0003817	CG8187
OG0003818	eIF2Bgamma
OG0003819	CG8192
OG0003820	CG12963
OG0003824	CG8204
OG0003825	fus
OG0003828	Impbeta11
OG0003829	Cep89
OG0003834	CG8249
OG0003836	cGlr1
OG0003838	Rif1
OG0003839	sli
OG0003840	bdg
OG0003843	Mlf
OG0003844	CG8299
OG0003846	CG8366
OG0003848	Pex11ab
OG0003851	Tmem131
OG0003853	CG8388
OG0003859	casp
OG0003860	CG8401
OG0003861	SP2353
OG0003862	CG8405
OG0003863	Dg
OG0003865	Nol9
OG0003868	Asph
OG0003869	Jhedup
OG0003870	Jhe
OG0003872	CG8441
OG0003873	clu
OG0003874	caly
OG0003878	Shark
OG0003879	mrj
OG0003881	CG15706
OG0003884	krimp
OG0003885	CG15708
OG0003886	CngA
OG0003887	csul
OG0003889	CG33017
OG0003892	CG7755
OG0003894	JhI-26
OG0003895	CG30100
OG0003897	Atg9
OG0003898	Nox
OG0003899	CG8060
OG0003900	Vha44
OG0003901	Hmgs
OG0003902	Nup62
OG0003903	wcd
OG0003905	CG15711
OG0003906	CG43187
OG0003907	jtb
OG0003909	CG4409
OG0003910	Parp16
OG0003911	CG15712
OG0003912	knon
OG0003914	DAT
OG0003915	CG4945
OG0003921	CG8303
OG0003922	CG5089
OG0003924	Alk
OG0003933	RalGPS
OG0003936	CG34459
OG0003937	IntS8
OG0003939	Dek
OG0003940	Psi
OG0003943	CG6421
OG0003946	CG6472
OG0003949	PIG-V
OG0003952	ste24c
OG0003955	AsnRS-m
OG0003957	CG6805
OG0003958	Ehbp1
OG0003959	Paip1
OG0003960	Dark
OG0003962	SmydA-7
OG0003963	SmydA-6
OG0003964	CG9646
OG0003965	fat-spondin
OG0003967	Mov10
OG0003968	CG30460
OG0003972	
OG0003974	Spn53F
OG0003975	CG15605
OG0003976	Cda9
OG0003977	Gbp1
OG0003980	CG17287
OG0003981	CG30457
OG0003982	CG18469
OG0003985	Camp
OG0003987	Prosalpha5
OG0003988	cnk
OG0003990	CG6550
OG0003991	Mtap
OG0003997	Tes
OG0003998	qkr54B
OG0003999	insb
OG0004000	CG30103
OG0004002	CtsK2
OG0004006	eIF3b
OG0004007	Cc2d2a
OG0004011	CG14480
OG0004012	Ns2
OG0004015	Triap1
OG0004018	Sema1b
OG0004020	HPS4
OG0004021	swi2
OG0004023	CG6424
OG0004024	CG10934
OG0004025	Dlish
OG0004027	CG4975
OG0004029	CG34195
OG0004030	Hyccin
OG0004031	PIG-A
OG0004032	Vps50
OG0004033	Ir54a
OG0004035	CG10931
OG0004036	Sardh
OG0004037	OstDelta
OG0004039	CG18635
OG0004041	fab1
OG0004042	aft
OG0004044	grh
OG0004045	olf186-M
OG0004046	CG30323
OG0004048	CG14490
OG0004049	thr
OG0004050	Mapmodulin
OG0004051	CG14492
OG0004052	Elk
OG0004056	CG5773
OG0004057	CG14495
OG0004058	CG34386
OG0004059	Dtymk
OG0004060	CG5098
OG0004061	CG5756
OG0004063	stau
OG0004064	Spn55B
OG0004065	Dlip3
OG0004066	Hsf
OG0004067	Pcl
OG0004069	CG5742
OG0004070	adp
OG0004071	CG10914
OG0004072	Naus
OG0004073	Nup75
OG0004076	Gtpbp1
OG0004077	CG10916
OG0004078	CG5726
OG0004079	nopo
OG0004080	CG5721
OG0004081	CG33958
OG0004082	fj
OG0004083	Ote
OG0004089	Idgf5
OG0004091	GstE4
OG0004093	imd
OG0004094	Dp1
OG0004096	PIG-O
OG0004097	slim
OG0004100	CG30120
OG0004101	rswl
OG0004102	Dnaaf3
OG0004106	GEFmeso
OG0004108	CG10927
OG0004113	Atg7
OG0004114	ctg
OG0004116	Cth
OG0004117	zda
OG0004119	amls
OG0004120	CG33136
OG0004122	CG44435
OG0004123	CG44434
OG0004124	CG44433
OG0004125	Sik3
OG0004126	CG15073
OG0004128	CG33998
OG0004129	mElo
OG0004131	Cyp12b2
OG0004132	Jabba
OG0004135	CG15080
OG0004139	CG15097
OG0004140	CG15082
OG0004141	CG15098
OG0004142	CG15083
OG0004144	MetRS
OG0004145	CG15084
OG0004147	Jheh3
OG0004148	DptA
OG0004149	Vha100-3
OG0004151	prod
OG0004152	CG15107
OG0004153	Topors
OG0004154	CG18605
OG0004155	tn
OG0004156	5-HT1B
OG0004157	CG15115
OG0004158	Gpxl
OG0004159	CG15109
OG0004160	5-HT1A
OG0004164	ena
OG0004165	CG10737
OG0004167	CG7137
OG0004169	wbl
OG0004170	tbrd-2
OG0004171	rib
OG0004172	CG11906
OG0004173	AANATL4
OG0004175	mip40
OG0004176	Tab2
OG0004177	Acadvl
OG0004179	CG34045
OG0004180	fest
OG0004183	hts
OG0004185	Spt5
OG0004189	CG7744
OG0004192	Oseg6
OG0004193	Rep
OG0004198	
OG0004199	Obp56e
OG0004202	CG8654
OG0004204	CG16894
OG0004209	ppk6
OG0004211	Ate1
OG0004212	Hsl
OG0004213	plu
OG0004214	CG8908
OG0004216	CG9143
OG0004217	CG16868
OG0004219	Ppdh
OG0004221	CG13871
OG0004222	tapas
OG0004224	CG8929
OG0004225	CG16739
OG0004226	CG13870
OG0004228	CG11192
OG0004229	side-VIII
OG0004231	GNBP-like3
OG0004232	Bbd
OG0004233	CG13423
OG0004236	CG30148
OG0004238	CG13430
OG0004241	Mgat1
OG0004242	HnRNP-K
OG0004244	CG9945
OG0004245	CG11180
OG0004246	Rcd6
OG0004247	rig
OG0004248	CG13436
OG0004252	DMAP1
OG0004253	Lrt
OG0004254	CG16799
OG0004257	Fem-1
OG0004258	exu
OG0004260	Gr57a
OG0004261	CG13438
OG0004262	CG13442
OG0004263	CG34202
OG0004264	CG13443
OG0004269	CAH14
OG0004270	Ipk1
OG0004272	hbn
OG0004277	CG9313
OG0004280	dgt3
OG0004282	CG10543
OG0004283	CG30291
OG0004284	grau
OG0004285	CG9346
OG0004286	Sou
OG0004288	ND-B14.7
OG0004291	CG15653
OG0004292	mRpL54
OG0004293	Cht8
OG0004294	Cht12
OG0004295	CG10527
OG0004296	Treh
OG0004298	Gar1
OG0004300	CG9394
OG0004301	Tmtc3
OG0004303	Magi
OG0004304	CG9406
OG0004305	Hmg-2
OG0004307	CG30389
OG0004308	Isha
OG0004309	hng1
OG0004312	CG4286
OG0004313	Pu
OG0004317	ASPP
OG0004320	MFS16
OG0004325	Panx
OG0004326	Agl
OG0004327	CG30394
OG0004329	BBS9
OG0004331	CG17974
OG0004332	cv-2
OG0004333	eEFSec
OG0004334	Sdc
OG0004335	Sara
OG0004337	TAF1C-like
OG0004339	CG10494
OG0004340	CG30286
OG0004341	CG30287
OG0004344	CG30222
OG0004347	clt
OG0004348	PTP-ER
OG0004349	mahj
OG0004350	CG15674
OG0004351	CG10321
OG0004352	Ip6k
OG0004353	CG30284
OG0004358	PIG-M
OG0004359	CG42379
OG0004361	NC2alpha
OG0004362	stum
OG0004365	BaraC
OG0004366	CG10307
OG0004369	CngB
OG0004370	CG30403
OG0004374	LBR
OG0004376	Loxl2
OG0004382	CG4377
OG0004383	CG9294
OG0004384	comr
OG0004386	CG13488
OG0004387	ppk9
OG0004388	CG9304
OG0004389	Gr58c
OG0004390	Gr58b
OG0004391	dany
OG0004393	CG9308
OG0004394	CG13501
OG0004397	CG11474
OG0004404	Vrp1
OG0004405	CG30280
OG0004407	mei-S332
OG0004408	GM130
OG0004409	NtR
OG0004412	gom
OG0004414	CG3045
OG0004415	Fbxo42
OG0004416	CG11170
OG0004417	CG11275
OG0004418	MED16
OG0004419	Vps35
OG0004420	Swim
OG0004423	CG5819
OG0004424	wdp
OG0004425	Gp150
OG0004426	CG34207
OG0004427	T3dh
OG0004431	Rtf1
OG0004432	babos
OG0004433	CG6044
OG0004434	PolE4
OG0004437	mRpS29
OG0004438	rad50
OG0004439	CG10344
OG0004440	ppk12
OG0004441	CG10384
OG0004442	CG45062
OG0004443	CG45063
OG0004444	Oplah
OG0004446	CG4610
OG0004447	px
OG0004448	dnr1
OG0004450	CG4294
OG0004453	tous
OG0004454	
OG0004455	Alkbh8
OG0004459	Ugt317A1
OG0004464	CG43325
OG0004467	CG4250
OG0004473	CG30259
OG0004475	Obp58b
OG0004476	Obp58c
OG0004477	Obp58d
OG0004478	CG30275
OG0004479	CG30268
OG0004480	CG42260
OG0004482	CG13527
OG0004483	CG30270
OG0004485	stl
OG0004486	CG42284
OG0004487	CG3649
OG0004491	fd59A
OG0004495	Gmer
OG0004496	MED23
OG0004498	Nup214
OG0004504	CG32833
OG0004505	
OG0004509	DCTN3-p24
OG0004510	CG9890
OG0004515	Gr59b
OG0004516	CG13538
OG0004517	CG9876
OG0004519	Gr59c
OG0004520	Gr59d
OG0004523	CG13544
OG0004525	Ctr9L
OG0004526	side-V
OG0004527	CG13539
OG0004528	CG3092
OG0004529	yip3
OG0004530	RpL22-like
OG0004531	CG12782
OG0004532	CG3124
OG0004534	HP1Lcsd
OG0004536	CG30416
OG0004537	CG9861
OG0004538	tbrd-3
OG0004540	CG3502
OG0004541	CG9863
OG0004543	CG3500
OG0004544	CG9875
OG0004547	vir
OG0004549	Golgin245
OG0004551	yellow-d
OG0004554	eIF2Bdelta
OG0004555	Mtmr6
OG0004556	CG3520
OG0004558	CG9815
OG0004559	Or59a
OG0004560	CG43795
OG0004561	SkpF
OG0004562	Or59c
OG0004563	CG13557
OG0004564	CG13558
OG0004565	CG13559
OG0004566	CG3906
OG0004568	mi
OG0004569	bw
OG0004570	ppk3
OG0004571	Gr59e
OG0004572	Gr59f
OG0004576	pita
OG0004577	Dcp-1
OG0004579	CG30184
OG0004580	apt
OG0004581	CG42560
OG0004582	CG42559
OG0004583	CG10332
OG0004584	Eglp2
OG0004585	Eglp3
OG0004586	Eglp4
OG0004587	retn
OG0004590	St3
OG0004592	Pal2
OG0004593	CG30183
OG0004594	angel
OG0004598	Alg3
OG0004599	CG5504
OG0004600	CG18128
OG0004602	egl
OG0004605	CG15800
OG0004606	CG30177
OG0004607	CG13561
OG0004608	CG5539
OG0004610	CG5543
OG0004612	pippin
OG0004613	CG4763
OG0004614	GlyT
OG0004615	shu
OG0004617	CG5554
OG0004621	bgcn
OG0004624	Mtpbeta
OG0004627	CG4882
OG0004631	DNAlig1
OG0004632	Upf3
OG0004633	CG17658
OG0004634	Mettl9
OG0004635	Lpt
OG0004638	CG3735
OG0004643	thoc5
OG0004645	alpha-Catr
OG0004646	CG13566
OG0004647	Fmo1
OG0004649	CG34213
OG0004651	CG3065
OG0004652	mr
OG0004653	PPP1R15
OG0004654	Sox14
OG0004656	Pask
OG0004658	Rsph4a
OG0004659	CG3907
OG0004660	Xxylt
OG0004665	MAN1
OG0004666	Not11
OG0004667	IntS1
OG0004670	ppk29
OG0004676	CG10339
OG0004678	CG16786
OG0004680	enok
OG0004681	CG4049
OG0004682	CG3253
OG0004683	CG3257
OG0004684	tamo
OG0004685	Zfrp8
OG0004687	speck
OG0004688	CG42568
OG0004690	spag
OG0004691	CG3328
OG0004694	cN-IIIB
OG0004695	CG3356
OG0004696	CG11406
OG0004699	Ir60a
OG0004702	Fatp3
OG0004704	bs
OG0004705	CG13578
OG0004706	mAChR-A
OG0004707	Slik
OG0004709	SerT
OG0004710	PIG-Z
OG0004712	prom
OG0004714	Pgam5-2
OG0004715	CG3483
OG0004717	CG3492
OG0004718	CG3494
OG0004719	CG13579
OG0004720	Crtp
OG0004721	CG13581
OG0004722	Letm1
OG0004724	Brca2
OG0004725	CG13585
OG0004726	CG4622
OG0004729	Nurf-38
OG0004730	CG11414
OG0004731	uri
OG0004734	Tex9
OG0004735	pio
OG0004736	CG13587
OG0004738	CG3548
OG0004741	CG4707
OG0004742	CG42360
OG0004745	Adck1
OG0004746	CG13594
OG0004747	CG4781
OG0004749	Cpr60D
OG0004750	CG30161
OG0004752	CG4806
OG0004753	CG33228
OG0004754	Pof
OG0004756	Mid1
OG0004757	Usp15-31
OG0004758	spz6
OG0004759	CG3880
OG0004764	egg
OG0004769	Reg-5
OG0004772	CG12849
OG0004774	Dll
OG0004776	Atf-2
OG0004777	CG16896
OG0004779	CG44247
OG0004780	NKAIN
OG0004782	CG9083
OG0004784	pain
OG0004789	CG15861
OG0004790	CG3770
OG0004791	CG2790
OG0004792	CG12851
OG0004793	CG2765
OG0004794	CG3776
OG0004798	bez
OG0004799	uzip
OG0004801	gsb
OG0004802	gol
OG0004803	lov
OG0004804	CG9380
OG0004805	Kr
OG0004809	Pdk1
OG0004810	CG6845
OG0004811	Dic61B
OG0004812	p130CAS
OG0004815	CG13875
OG0004816	CG34140
OG0004820	Gk1
OG0004822	CG13876
OG0004824	thoc7
OG0004825	Dis3l2
OG0004826	pyx
OG0004830	Tudor-SN
OG0004834	fwd
OG0004836	CG32344
OG0004837	Atac3
OG0004838	mthl9
OG0004839	mthl10
OG0004840	Ptpmeg
OG0004841	CG1231
OG0004843	CG1233
OG0004844	CG13884
OG0004846	CG13891
OG0004847	klar
OG0004849	CG34269
OG0004850	BORCS6
OG0004853	Kah
OG0004860	Rev1
OG0004861	CG17129
OG0004862	CG3386
OG0004863	ebd1
OG0004864	RabX6
OG0004865	Vti1a
OG0004867	CG13895
OG0004868	CG13896
OG0004869	hng3
OG0004871	CG13898
OG0004875	CG13901
OG0004877	JMJD5
OG0004878	Gr61a
OG0004879	Cep290
OG0004880	Dci
OG0004881	dpr20
OG0004882	CG12502
OG0004883	Usp10
OG0004885	CG34056
OG0004886	CG34057
OG0004887	mat
OG0004888	nerfin-1
OG0004891	trio
OG0004894	bab2
OG0004899	LysP
OG0004900	CG33966
OG0004902	CG9192
OG0004904	Sac1
OG0004905	Bfc
OG0004906	CG9130
OG0004910	Rabex-5
OG0004911	scf
OG0004912	Acat2
OG0004913	Nt5a
OG0004916	Herc4
OG0004917	CG9184
OG0004922	CG2211
OG0004924	indra
OG0004927	ru
OG0004928	FutD
OG0004930	rho
OG0004931	Naa30B
OG0004934	Zer1
OG0004935	cue
OG0004936	Psa
OG0004939	pns
OG0004940	CG12099
OG0004941	Pex10
OG0004942	CG7879
OG0004943	CG12003
OG0004945	CG13917
OG0004946	Tox4
OG0004947	CG12105
OG0004950	Ggcx
OG0004951	CG13928
OG0004952	Mettl2
OG0004953	Bgb
OG0004963	CG13930
OG0004964	CG7991
OG0004965	CG12011
OG0004966	CG13931
OG0004967	drpr
OG0004968	CG18171
OG0004969	CG12035
OG0004970	Oseg4
OG0004972	Cht2
OG0004975	PolD2
OG0004977	mRpL46
OG0004979	dlt
OG0004980	Cdc37
OG0004984	CG42676
OG0004994	CG13924
OG0004996	CG13937
OG0004999	dsb
OG0005000	Dbx
OG0005001	CG5687
OG0005003	mu2
OG0005004	Cnb
OG0005006	Scot
OG0005007	CG1927
OG0005008	CG11815
OG0005010	CG42355
OG0005012	CG15822
OG0005014	CG5707
OG0005016	CG15878
OG0005017	Oseg2
OG0005018	CG9018
OG0005019	ACXD
OG0005020	CG1275
OG0005022	Oxt
OG0005023	CG13807
OG0005024	ecd
OG0005026	obst-I
OG0005027	CG32302
OG0005029	CG13801
OG0005033	CG9004
OG0005034	CG15877
OG0005039	CG16758
OG0005044	CG16984
OG0005045	CG12182
OG0005048	Pxn
OG0005050	MEP-1
OG0005052	CG1143
OG0005053	CG1246
OG0005054	ProRS-m
OG0005055	Snup
OG0005056	CG42304
OG0005057	Fife
OG0005058	CG33233
OG0005059	CG33234
OG0005060	Mrtf
OG0005062	CG12093
OG0005063	Atg2
OG0005064	mRpS35
OG0005066	spz5
OG0005068	CG32846
OG0005069	Or63a
OG0005070	Cpt2
OG0005073	CG32488
OG0005074	CG32487
OG0005078	Sk2
OG0005079	CG1271
OG0005080	CG16753
OG0005081	PAN3
OG0005083	promL
OG0005085	Usp5
OG0005087	CG15812
OG0005088	rasp
OG0005089	Asciz
OG0005091	CG32281
OG0005092	CG14963
OG0005093	MnM
OG0005094	Girdin
OG0005095	CG42494
OG0005096	CG14958
OG0005097	CG14965
OG0005099	CG14966
OG0005100	gry
OG0005102	CG32277
OG0005103	CG33160
OG0005104	CG32269
OG0005105	CG32270
OG0005107	nSMase
OG0005109	Larp4B
OG0005110	CG12078
OG0005113	CG14960
OG0005114	CG12017
OG0005116	CG14968
OG0005117	ZnT63C
OG0005119	PIG-C
OG0005121	Nmrk
OG0005124	CG14961
OG0005125	Ostm1
OG0005131	Ids
OG0005132	sty
OG0005133	eIF5B
OG0005135	CycJ
OG0005136	CG14971
OG0005137	CG42324
OG0005138	ImpE2
OG0005140	CG10359
OG0005142	CG14974
OG0005144	CG10862
OG0005146	IntS10
OG0005148	CG32263
OG0005149	PIG-B
OG0005150	enc
OG0005153	Gr63a
OG0005154	Lamtor4
OG0005155	Ccz1
OG0005157	ida
OG0005161	CG14982
OG0005162	CG10853
OG0005163	CG14983
OG0005164	CG14984
OG0005166	CG14985
OG0005167	FoxL1
OG0005168	Mul1
OG0005170	Gr64a
OG0005172	Gr64e
OG0005173	Gr64f
OG0005178	Ugt305A1
OG0005179	dib
OG0005180	wit
OG0005181	CG32259
OG0005183	CG14995
OG0005184	Ack
OG0005186	ens
OG0005191	CG32260
OG0005193	nab
OG0005195	Ero1L
OG0005196	CG18675
OG0005203	CG15005
OG0005208	ImpL2
OG0005210	ago
OG0005211	CG1265
OG0005212	CG15011
OG0005213	CG1309
OG0005216	CG1273
OG0005217	Ctl1
OG0005221	TfIIEbeta
OG0005222	Hexo1
OG0005226	Claspin
OG0005227	PMP34
OG0005229	Cip4
OG0005232	CG11342
OG0005233	CG32240
OG0005235	Syx17
OG0005237	TP53INP
OG0005240	CG15021
OG0005254	CG13720
OG0005255	Tie
OG0005256	CG11357
OG0005258	axo
OG0005261	CG15876
OG0005263	CG13712
OG0005264	RhoGEF64C
OG0005265	CG7509
OG0005268	LeuRS-m
OG0005269	CG13708
OG0005270	CG13705
OG0005275	ATPsynCF6L
OG0005276	Yod1
OG0005278	CG4611
OG0005279	Tcs5
OG0005281	Dhrs4
OG0005282	Gdap1
OG0005283	Fitm
OG0005287	shep
OG0005288	CG4669
OG0005289	lama
OG0005294	Ir64a
OG0005296	CG4835
OG0005299	frm
OG0005302	Sras
OG0005303	Msr-110
OG0005304	l(3)psg2
OG0005305	spo
OG0005306	CG10591
OG0005309	Blimp-1
OG0005310	lin-28
OG0005311	Sse
OG0005313	Usp47
OG0005316	Ppat-Dpck
OG0005317	scny
OG0005318	vito
OG0005319	Myt1
OG0005320	PGRP-LD
OG0005325	CG42272
OG0005326	kri
OG0005328	CG5592
OG0005331	CG10486
OG0005333	CG33523
OG0005334	Rcc1
OG0005336	alphaKap4
OG0005339	Jon65Aiv
OG0005340	tant
OG0005341	CG6592
OG0005342	CG10472
OG0005343	CG42269
OG0005345	CG13295
OG0005347	ssp6
OG0005349	CG10469
OG0005350	Galm2
OG0005352	Ets65A
OG0005353	l(3)mbn
OG0005356	Cpr65Aw
OG0005358	Lcp65Ac
OG0005360	Acp65Aa
OG0005362	Prdm13
OG0005363	fmt
OG0005364	CG7376
OG0005366	CG7386
OG0005370	Best2
OG0005371	CG10163
OG0005374	CG10147
OG0005375	Bulli
OG0005376	Vps8
OG0005377	sfl
OG0005378	MCU
OG0005379	jv
OG0005381	zpg
OG0005382	Rexo5
OG0005383	axed
OG0005384	eIF4E4
OG0005385	SP1173
OG0005387	ple
OG0005390	Ist1
OG0005391	Rsph3
OG0005392	vvl
OG0005393	CG14820
OG0005396	Uqcc1
OG0005397	Surf1
OG0005400	Mis12
OG0005401	CG9953
OG0005402	CG10063
OG0005404	bin
OG0005405	Mp
OG0005406	CG17744
OG0005407	CG8641
OG0005408	CG14823
OG0005411	form3
OG0005412	msl-3
OG0005413	BBS1
OG0005419	CG8620
OG0005420	CG14826
OG0005421	CG14829
OG0005425	mRpL50
OG0005426	Cdc27
OG0005431	RhoGEF4
OG0005432	Rint1
OG0005434	mus312
OG0005436	eco
OG0005438	Cln7
OG0005439	CG14834
OG0005440	Srp19
OG0005442	pst
OG0005443	Sec63
OG0005444	Sh3beta
OG0005446	SMSr
OG0005447	smid
OG0005448	CG8564
OG0005449	CG8563
OG0005450	CG32379
OG0005451	CG8562
OG0005452	CG18417
OG0005453	CG8560
OG0005456	Tsp66A
OG0005460	Cyp316a1
OG0005463	CG7546
OG0005465	CG14837
OG0005466	frac
OG0005467	mmm
OG0005468	t-Grip84
OG0005469	Pura
OG0005470	Tmem70
OG0005472	CG7492
OG0005475	CG7457
OG0005476	CG8492
OG0005480	CG32373
OG0005482	Clk
OG0005484	CG32365
OG0005485	eIF4E5
OG0005487	CG8281
OG0005488	Tmem43
OG0005492	RNaseX25
OG0005493	CG8042
OG0005495	CG8209
OG0005496	Pop4
OG0005498	bip1
OG0005500	CG7565
OG0005502	Nulp1
OG0005504	msk
OG0005505	ldbr
OG0005506	Ado
OG0005508	Uba2
OG0005510	Setx
OG0005512	CG13676
OG0005513	CG13675
OG0005514	RecQ4
OG0005518	MED24
OG0005519	CG7387
OG0005522	CG7366
OG0005523	tut
OG0005524	CG8006
OG0005526	eIF4E3
OG0005527	CG7213
OG0005529	CG7201
OG0005532	CG13671
OG0005534	Sbp2
OG0005535	Gr66a
OG0005539	CG34462
OG0005541	CG7083
OG0005542	Prim1
OG0005543	CG7182
OG0005544	GAPcenA
OG0005545	Culd
OG0005546	Idh
OG0005547	ImpE1
OG0005548	CG7120
OG0005549	mkg-p
OG0005551	Oseg1
OG0005553	CG32354
OG0005554	Cbl
OG0005559	ZC3H3
OG0005561	Ovd
OG0005562	CG6765
OG0005563	GstO3
OG0005565	GstO1
OG0005573	CG5989
OG0005574	CG6282
OG0005577	Cdc6
OG0005579	CG13305
OG0005581	Pex7
OG0005583	SrpRbeta
OG0005585	CG6511
OG0005588	Cp16
OG0005590	Fhos
OG0005591	CG6576
OG0005595	CG34426
OG0005596	CG32023
OG0005597	CG34427
OG0005598	CG13312
OG0005599	dally
OG0005603	mfr
OG0005605	GNBP3
OG0005606	CG5021
OG0005607	CG5026
OG0005609	Srp68
OG0005615	smg
OG0005616	CG5087
OG0005617	CG5194
OG0005618	CG4911
OG0005619	COX18
OG0005621	CG32032
OG0005624	Dhpr
OG0005625	Use1
OG0005626	nwk
OG0005627	Slc45-1
OG0005628	CG4483
OG0005629	PGRP-LA
OG0005630	PGRP-LC
OG0005631	PGRP-LF
OG0005637	Klp67A
OG0005639	CG4452
OG0005645	Hsp67Ba
OG0005646	Hsp23
OG0005647	Hsp27
OG0005650	CG4022
OG0005652	Atat
OG0005656	MTF-1
OG0005658	Nf-YA
OG0005660	CG3448
OG0005663	CG3437
OG0005664	CG3552
OG0005665	CG3434
OG0005666	CG44838
OG0005667	Jarid2
OG0005670	CG32037
OG0005674	CG3306
OG0005675	LanB2
OG0005676	CG3335
OG0005679	CG8329
OG0005680	CNMaR
OG0005683	Spef1b
OG0005685	CG6761
OG0005688	vsg
OG0005689	CG18178
OG0005690	CG14174
OG0005691	nbs
OG0005692	defl
OG0005695	CG6749
OG0005696	CG42268
OG0005698	Zasp67
OG0005699	Ilp1
OG0005700	CG32052
OG0005704	CG43897
OG0005705	I-2
OG0005707	RasGAP1
OG0005709	iPLA2-VIA
OG0005712	Taf2
OG0005713	Hez
OG0005717	Dronc
OG0005718	CG6674
OG0005722	CG14160
OG0005723	CG32053
OG0005724	CG42826
OG0005725	dpr10
OG0005726	CG8072
OG0005727	CG6628
OG0005728	ect
OG0005729	CG8065
OG0005730	CG32055
OG0005731	scramb1
OG0005732	Or67c
OG0005735	Gem3
OG0005736	Rbfox1
OG0005737	CG6527
OG0005741	hay
OG0005742	E(z)
OG0005745	CG14154
OG0005746	CG14153
OG0005747	Ankmy2
OG0005748	Adi1
OG0005752	NijA
OG0005753	tna
OG0005754	CG6418
OG0005755	Blos4
OG0005756	CG6409
OG0005758	OXA1L
OG0005762	klu
OG0005763	CG32079
OG0005768	CG32075
OG0005770	SuUR
OG0005772	Mocs1
OG0005774	Noc1
OG0005775	JIL-1
OG0005781	FoxK
OG0005782	mRpL2
OG0005783	Ufd1
OG0005784	NaPi-III
OG0005787	Alg10
OG0005789	Adck5
OG0005792	Plod
OG0005795	Ube3a
OG0005796	CG7600
OG0005797	Ir68a
OG0005798	scyl
OG0005799	Dyro
OG0005800	CG7573
OG0005802	CG6163
OG0005803	CG11726
OG0005804	Mthfr
OG0005805	CG6149
OG0005806	CG7557
OG0005807	Khkl2
OG0005810	chrb
OG0005811	CG7512
OG0005812	Fuca
OG0005813	CG11714
OG0005814	Mob2
OG0005816	CG33490
OG0005818	rt
OG0005819	CG7368
OG0005820	Duba
OG0005823	Ar7
OG0005824	PCID2
OG0005826	CG32091
OG0005828	RIOK1
OG0005829	Polr3H
OG0005830	Sugb
OG0005831	Pldn
OG0005832	CG14135
OG0005835	crim
OG0005837	sunn
OG0005838	CG32087
OG0005841	CG14131
OG0005843	CG10907
OG0005846	CG5946
OG0005847	CG11597
OG0005849	CG32095
OG0005850	CycA
OG0005855	Sprn
